1;2;91
2;29;65
2;12;265
12;17;110
12;21;220
12;6;300
6;23;90
23;22;220
22;21;203
6;21;280
6;11;220
11;17;200
11;30;465
7;30;300
7;28;150
7;15;260
15;27;200
17;3;198
15;4;300
4;16;197
17;16;340
4;5;303
4;13;240
13;24;306
9;26;144
27;26;410
5;18;122
18;25;241
14;18;201
14;10;210
10;19;224
19;20;228
10;20;255
20;8;124
20;14;266
14;12;302
8;21;192
24;9;163
